created,id,weather_state_name,weather_state_abbr,wind_direction_compass,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability
2019-04-04T03:39:23.206414Z,5459939705225216,Heavy Cloud,hc,SSW,2019-04-04,15.56,24.215,22.924999999999997,8.083119002497414,210.65005624288034,1014.6,59,13.547756104350592,71
2019-04-04T03:39:26.032242Z,6494048107888640,Light Rain,lr,SE,2019-04-05,14.9,28.94,24.49,5.643647028343806,127.62486748868267,1015.4649999999999,70,12.373985922214269,75
2019-04-04T03:39:29.125166Z,6189637468946432,Heavy Rain,hr,SE,2019-04-06,18.759999999999998,25.244999999999997,22.915,9.24003561041385,131.759508883394,1014.2,80,7.328762526843235,77
2019-04-04T03:39:32.017040Z,6493883087192064,Heavy Cloud,hc,SSW,2019-04-07,17.775,26.630000000000003,22.759999999999998,7.029212252527905,206.78450502881012,1010.967,74,10.457366479758212,71
2019-04-04T03:39:35.721266Z,6206212016177152,Light Cloud,lc,WSW,2019-04-08,15.31,28.48,24.29,6.390234629762189,252.5,1009.02,47,9.997862483098704,70
2019-04-04T03:39:38.512465Z,6572763416363008,Light Cloud,lc,W,2019-04-09,16.965,29.545,25.82,5.920710252127575,277.5,1014.084,44,9.997862483098704,70
